film_slug,source_key,title,author,publisher,source_type,url,publication_date,is_primary,credibility_score,local_path,notes
synecdoche-new-york,synecdoche-new-york-public-legacy,"Synecdoche, New York - Legacy",,Wikipedia/RogerEbert public web,essay,https://en.wikipedia.org/wiki/Synecdoche%2C_New_York,,false,0.74,data/raw/public/synecdoche-new-york-public-legacy.txt,public influence and legacy context
synecdoche-new-york,synecdoche-new-york-public-director,"Synecdoche, New York - Director",,Wikipedia/RogerEbert public web,interview,https://en.wikipedia.org/wiki/Charlie_Kaufman,,false,0.74,data/raw/public/synecdoche-new-york-public-director.txt,public creator biographical context
synecdoche-new-york,synecdoche-new-york-public-theme-context,"Synecdoche, New York - Theme Context",,Wikipedia/RogerEbert public web,academic,https://en.wikipedia.org/wiki/Synecdoche%2C_New_York,,false,0.74,data/raw/public/synecdoche-new-york-public-theme-context.txt,public thematic background
synecdoche-new-york,synecdoche-new-york-public-cast,"Synecdoche, New York - Cast and Performance",,Wikipedia/RogerEbert public web,production_notes,https://en.wikipedia.org/wiki/Synecdoche%2C_New_York,,false,0.74,data/raw/public/synecdoche-new-york-public-cast.txt,public cast and performance context
synecdoche-new-york,synecdoche-new-york-public-release,"Synecdoche, New York - Release",,Wikipedia/RogerEbert public web,production_notes,https://en.wikipedia.org/wiki/Synecdoche%2C_New_York,,false,0.74,data/raw/public/synecdoche-new-york-public-release.txt,public release and distribution context
synecdoche-new-york,synecdoche-new-york-public-awards,"Synecdoche, New York - Awards and Reception",,Wikipedia/RogerEbert public web,review,https://en.wikipedia.org/wiki/Synecdoche%2C_New_York,,false,0.84,data/raw/public/synecdoche-new-york-public-awards.txt,public awards and reception context
synecdoche-new-york,synecdoche-new-york-public-critical-context,"Synecdoche, New York - Critical Context",,Wikipedia/RogerEbert public web,review,https://en.wikipedia.org/wiki/Synecdoche%2C_New_York,,false,0.84,data/raw/public/synecdoche-new-york-public-critical-context.txt,public critical reception context
synecdoche-new-york,synecdoche-new-york-public-director-style,"Synecdoche, New York - Director Style",,Wikipedia/RogerEbert public web,academic,https://en.wikipedia.org/wiki/Synecdoche%2C_New_York,,false,0.74,data/raw/public/synecdoche-new-york-public-director-style.txt,public director style and influence context
synecdoche-new-york,synecdoche-new-york-public-genre-context,"Synecdoche, New York - Genre Context",,Wikipedia/RogerEbert public web,academic,https://en.wikipedia.org/wiki/Synecdoche%2C_New_York,,false,0.74,data/raw/public/synecdoche-new-york-public-genre-context.txt,public genre and movement background
synecdoche-new-york,synecdoche-new-york-public-influence-context,"Synecdoche, New York - Influence Context",,Wikipedia/RogerEbert public web,essay,https://en.wikipedia.org/wiki/Synecdoche%2C_New_York,,false,0.74,data/raw/public/synecdoche-new-york-public-influence-context.txt,public influence and related-work context
